#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Density (g/mL)","Speed (ns/day)"
242000,242.00000000079146,-206156.8993486433,3684.1540291281417,-202472.74531951515,295.69660081777226,0.9801496030038342,334
243000,243.00000000079623,-206278.43448870076,3770.570263256086,-202507.86422544467,302.63251785193415,0.9999952015075866,334
244000,244.000000000801,-206133.18278846124,3757.6631913464516,-202375.5195971148,301.59657384416073,0.9771735156829765,335
245000,245.00000000080578,-206184.53853848486,3794.09238638822,-202390.44615209664,304.52044430647356,0.9906862424866505,335
246000,246.00000000081056,-206318.08778422402,3917.2524511129595,-202400.83533311106,314.4054849990368,1.0070313432800175,335
247000,247.00000000081533,-206091.43662029156,3683.2479774840176,-202408.18864280754,295.62387953923326,0.9926413245212289,335
248000,248.0000000008201,-206266.94392507637,3905.329571230337,-202361.61435384603,313.44853395264295,0.9938388724560578,335
249000,249.00000000082488,-206214.92298469285,3928.3190653021447,-202286.6039193907,315.29371067375916,0.9793988411354274,335
250000,250.00000000082966,-206028.78624739387,3744.028801387176,-202284.7574460067,300.5022540265564,0.984001526878885,334
251000,251.00000000083443,-206125.5238032015,3883.790276180953,-202241.73352702055,311.7197527236939,0.9869304428190689,334
252000,252.0000000008392,-206043.90348885706,3821.4333530399017,-202222.47013581716,306.7148777742533,0.99230314059192,334
253000,253.00000000084398,-206166.1011730801,3855.760353610851,-202310.34081946925,309.47002245736024,1.0094028577794756,334
254000,254.00000000084876,-206014.99598378767,3810.175420769956,-202204.8205630177,305.8112965780981,1.0055598095762208,335
255000,255.00000000085353,-205870.39582361377,3655.556440651417,-202214.83938296235,293.40130869988155,0.9990973617443142,335
256000,256.0000000008583,-206113.13209317747,3871.9561158828437,-202241.17597729462,310.7699224652365,0.9858530463148951,335
257000,257.00000000083463,-206138.76449328105,3877.769669277128,-202260.99482400392,311.2365283573276,0.9810156564834712,335
258000,258.000000000811,-206189.47783594622,3910.296467007138,-202279.18136893908,313.8471856339256,1.0015871676815054,335
259000,259.00000000078734,-205982.3765397812,3769.4364822863135,-202212.94005749488,302.54151862221056,0.9929899024349577,335
260000,260.0000000007637,-205927.5737448567,3677.4964967295527,-202250.07724812714,295.1622557050184,0.977783595388715,334
261000,261.00000000074004,-206165.802072897,3836.7750721853226,-202329.02700071168,307.9462307975349,0.9790250573759414,335
262000,262.0000000007164,-206175.55584698124,3731.430040472187,-202444.12580650905,299.49105559467114,0.9774378497229498,335
263000,263.00000000069275,-206217.391972304,3751.3183182552457,-202466.07365404876,301.0873233104273,0.9920806673537667,335
264000,264.0000000006691,-206127.70844708875,3696.5675820074975,-202431.14086508125,296.6929341310582,0.9803857317722434,335
265000,265.00000000064546,-206256.1938359389,3894.0033832918853,-202362.19045264702,312.5394744379907,0.979952558585554,335
266000,266.0000000006218,-206408.44442626458,3873.8790132801514,-202534.56541298443,310.9242575499289,1.0026018839576056,335
267000,267.00000000059816,-206308.08281421894,3777.3984033400193,-202530.68441087892,303.18055623381593,0.9800716672326089,335
268000,268.0000000005745,-206242.65926954767,3690.0809250397724,-202552.5783445079,296.17230377715276,0.9928675686321915,335
269000,269.00000000055087,-206359.11519755248,3847.863857057644,-202511.25134049484,308.8362359297907,0.9998640121888375,335
270000,270.0000000005272,-206430.86784904895,3912.2212370624766,-202518.64661198648,314.00167102140387,0.9852760436560507,334
271000,271.0000000005036,-206408.50035961618,3870.9884525667876,-202537.5119070494,310.6922561269044,0.9863266473544456,335
272000,272.00000000047993,-206228.08512837905,3708.6330888676457,-202519.4520395114,297.6613326663751,0.9861531505715635,335
273000,273.0000000004563,-206169.96817911335,3677.7578188397456,-202492.2103602736,295.1832298714327,0.9997405056937048,335
274000,274.00000000043264,-206227.06788987873,3789.6332539203577,-202437.43463595837,304.16254659022223,1.006948869377856,335
275000,275.000000000409,-206282.69003085728,3844.517599057406,-202438.17243179987,308.56765945109123,0.9960274372906527,335
276000,276.00000000038534,-206170.15790054272,3817.773334679194,-202352.38456586353,306.4211183441005,0.9951049147787926,335
277000,277.0000000003617,-206150.91612327928,3814.9077039295807,-202336.0084193497,306.19111784326367,0.9853030735581252,335
278000,278.00000000033805,-206152.30324439242,3751.1912842607126,-202401.1119601317,301.0771273414002,0.9900648098302794,335
279000,279.0000000003144,-206147.4476477889,3774.0594617230818,-202373.38818606583,302.9125669807468,0.9942126256295576,335
280000,280.00000000029075,-206295.42325445003,3893.3409716882743,-202402.08228276175,312.4863081322442,0.9886101403558137,335
281000,281.0000000002671,-206224.12836647194,3861.7994596250355,-202362.3289068469,309.9547315944522,0.9872902497367727,335
282000,282.00000000024346,-206135.7331544648,3758.143284335267,-202377.58987012954,301.6351069412426,1.0122542726242354,335
283000,283.0000000002198,-206293.23193911227,3854.5269192103297,-202438.70501990194,309.37102487021207,0.9995535586973994,335
284000,284.00000000019617,-206221.80997743705,3733.584656920284,-202488.22532051677,299.66398885281706,0.9859691313471812,335
285000,285.0000000001725,-206137.94655612283,3637.355353228748,-202500.59120289408,291.9404578126715,0.9780431530550171,335
286000,286.0000000001489,-206506.04555700306,3852.1773262135684,-202653.8682307895,309.1824424556457,0.9736170036195041,335
287000,287.0000000001252,-206334.73479663726,3755.4076511380263,-202579.32714549924,301.41554026973193,0.9919118661302947,335
288000,288.0000000001016,-206137.31628399983,3644.8199984375387,-202492.4962855623,292.5395832013221,0.9777903883230951,335
289000,289.00000000007793,-206198.7835327919,3802.8018764527515,-202395.98165633914,305.2194831052253,0.991042302478496,335
290000,290.0000000000543,-206115.16994196072,3727.116106396541,-202388.05383556418,299.14481175355183,0.9859805195846891,335
291000,291.00000000003064,-206123.92927863038,3690.714391873218,-202433.21488675717,296.22314692537617,0.9979326017574546,335
292000,292.000000000007,-206088.95731554605,3684.0330827962607,-202404.9242327498,295.68689345512246,0.9776473223805882,335
293000,292.99999999998334,-206395.9631256412,3941.347799969488,-202454.6153256717,316.3394195457636,1.0086980529260887,335
294000,293.9999999999597,-206217.36180621348,3789.219172568992,-202428.1426336445,304.12931170180747,0.9821409204623512,335
295000,294.99999999993605,-206196.4554161216,3644.153924845159,-202552.30149127645,292.48612297799707,0.9791198246581269,335
296000,295.9999999999124,-206385.98403728183,3739.014496369753,-202646.96954091208,300.09979719728364,1.0065363864630645,335
297000,296.99999999988876,-206341.69180419593,3695.1002530911937,-202646.59155110474,296.57516376385803,0.9897230760429537,335
298000,297.9999999998651,-206501.2832971312,3809.342665434815,-202691.94063169637,305.7444581886151,0.9934524616994391,335
299000,298.99999999984146,-206337.64931588955,3742.7821134803817,-202594.86720240916,300.4021926899768,1.0175770007245883,335
300000,299.9999999998178,-206373.94117302375,3743.618547178339,-202630.3226258454,300.4693263112478,0.9832213457153081,334
301000,300.99999999979417,-206444.58952151134,3780.2796442322433,-202664.3098772791,303.41180963180955,0.993482150678317,335
302000,301.9999999997705,-206210.41680539103,3558.433316211216,-202651.9834891798,285.60603805410864,1.0022192318755447,335
303000,302.9999999997469,-206418.7412187487,3809.240690106293,-202609.5005286424,305.73627347164273,1.0166358013587717,335
304000,303.99999999972323,-206221.56248941596,3702.0809422587045,-202519.48154715725,297.13544600012676,0.9974875372834786,335
305000,304.9999999996996,-206261.2634811092,3743.0167609243654,-202518.24672018483,300.42102590135397,1.0157075835086293,335
306000,305.99999999967594,-206147.27462477196,3702.30909962859,-202444.96552514337,297.1537583068852,0.9941904485906508,335
307000,306.9999999996523,-206151.91397988045,3646.4565987112,-202505.45738116925,292.67093958164526,1.003522924828006,335
308000,307.99999999962864,-206204.45993398532,3832.8570906440727,-202371.60284334124,307.6317667944952,0.9844892810791858,335
309000,308.999999999605,-206114.22562829926,3714.721948585473,-202399.5036797138,298.150035122131,1.0096941728256743,335
310000,309.99999999958135,-206301.37452550072,3920.628765956033,-202380.7457595447,314.6764738921433,1.0033644351380522,335
311000,310.9999999995577,-206209.651420046,3914.748815299943,-202294.90260474605,314.2045388405044,0.9813969735463214,335
312000,311.99999999953405,-206127.70804052573,3841.307334327139,-202286.4007061986,308.3099980284254,0.9649840911965415,335
313000,312.9999999995104,-205986.51252028663,3844.918681675568,-202141.59383861106,308.59985103860356,0.986410643977011,335
314000,313.99999999948676,-206056.4948081734,3827.5911758905277,-202228.90363228286,307.20911533081903,0.9966328502412407,335
315000,314.9999999994631,-206082.11199977846,3816.7791602183133,-202265.33283956014,306.34132417524165,0.9767115584969916,335
316000,315.99999999943947,-206330.29242319945,3955.121771214064,-202375.1706519854,317.4449423997434,0.9978545016586431,335
317000,316.9999999994158,-206244.50193538648,3763.839091493748,-202480.66284389273,302.09226231595295,0.9825841006609601,335
318000,317.9999999993922,-206252.94502505305,3791.4354955544695,-202461.50952949858,304.3071976338121,0.9826920801248742,335
319000,318.9999999993685,-206250.0992331566,3833.2507790485397,-202416.84845410805,307.66336490957445,0.9808416016640635,335
320000,319.9999999993449,-206173.83395956742,3767.4768127575517,-202406.35714680987,302.38423214238384,0.968774831901945,334
321000,320.99999999932123,-206216.2397794191,3792.1502293304075,-202424.08955008868,304.3645634079799,1.0021197269803916,334
322000,321.9999999992976,-206236.30840439798,3776.273368552327,-202460.03503584565,303.09025898785603,0.9835240322190753,335
323000,322.99999999927394,-206467.79525149666,3978.533430460375,-202489.26182103629,319.324002830959,0.9968527014928166,335
324000,323.9999999992503,-206239.59331801353,3795.2885172832757,-202444.30480073026,304.61644784948635,0.9843494022083744,335
325000,324.99999999922665,-206185.456054476,3674.327019708464,-202511.12903476754,294.9078679747292,1.0034301920880389,335
326000,325.999999999203,-206215.49059951113,3764.045680841431,-202451.4449186697,302.10884353579115,0.9951932732965367,335
327000,326.99999999917935,-206281.09094905265,3822.3396264296025,-202458.75132262305,306.78761685047743,0.9939624859159886,335
328000,327.9999999991557,-206383.0295245345,3956.4915143365506,-202426.53801019795,317.5548803616501,0.9924740669685361,335
329000,328.99999999913206,-206292.0842560662,3783.6833093054593,-202508.40094676075,303.68499370188766,1.0031902004700077,335
330000,329.9999999991084,-206265.8822651799,3728.9471591273323,-202536.93510605258,299.29177522579874,1.0142292307958276,334
331000,330.99999999908476,-206199.99834909063,3764.1500182619784,-202435.84833082865,302.1172178383719,0.9962484941608412,334
332000,331.9999999990611,-206174.3233575076,3835.2072254065424,-202339.11613210104,307.8203926921183,1.0038851823242636,334
333000,332.99999999903747,-206193.12441120783,3867.6809255164117,-202325.44348569142,310.42678826150666,0.9941561391285344,334
334000,333.9999999990138,-206106.58416413912,3831.6388973589055,-202274.9452667802,307.53399248573527,0.9997172766655305,334
335000,334.9999999989902,-206171.3128106165,3821.0434476532973,-202350.2693629632,306.6835832907578,0.9979465005698565,334
336000,335.99999999896653,-206296.92890748684,3952.268510164693,-202344.66039732215,317.215934712531,0.9950579620461318,334
337000,336.9999999989429,-206170.042227677,3862.3671432943083,-202307.6750843827,310.0002948716704,0.9934740597655568,334
338000,337.99999999891924,-206155.67848361292,3839.0772149520926,-202316.60126866083,308.1310047742332,0.9825234571381064,334
339000,338.9999999988956,-206357.9353577482,3946.668486673152,-202411.26687107506,316.76646710128125,0.9917114182308429,334
340000,339.99999999887194,-206174.18394370654,3703.958894324489,-202470.22504938205,297.28617369445243,0.9750829596705017,334
341000,340.9999999988483,-206141.89688909194,3681.6177196665667,-202460.27916942537,295.4930322154608,0.9813094459665607,334
342000,341.99999999882465,-206251.01992194765,3828.0683636814356,-202422.9515582662,307.2474152516713,0.9833843179630736,334
343000,342.999999998801,-206230.12811645516,3842.19086996885,-202387.9372464863,308.3809121335062,1.0078104689447165,334
344000,343.99999999877735,-206288.92184222312,3937.8727683592588,-202351.04907386386,316.0605074734792,0.9906957320764601,334
345000,344.9999999987537,-206130.20989835347,3787.984501023544,-202342.22539732992,304.0302148192589,0.992940083500208,334
346000,345.99999999873006,-206159.6176349516,3817.1209895382635,-202342.49664541334,306.36875999013154,0.9997601776396425,334
347000,346.9999999987064,-206101.1417979699,3871.288046614267,-202229.85375135564,310.7163020654739,0.9914736217106038,334
348000,347.99999999868277,-206175.39941405907,3941.134838280268,-202234.2645757788,316.32232687072644,0.9726048928053653,334
349000,348.9999999986591,-206193.14211643662,3906.2623096443713,-202286.87980679225,313.52339715768306,0.9845374777829112,334
350000,349.9999999986355,-206082.7370346068,3820.030329991132,-202262.70670461567,306.6022687076643,0.9927096959273802,334
351000,350.9999999986118,-205983.80274207777,3759.7729462543502,-202224.02979582342,301.7659064371772,0.999110274926754,334
352000,351.9999999985882,-206012.24897906167,3721.973671811633,-202290.27530725003,298.73207102266423,0.9793576822559269,334
353000,352.99999999856453,-206071.68451287752,3759.278935175389,-202312.40557770213,301.72625625000796,0.9781123442930488,334
354000,353.9999999985409,-206210.86110847304,3811.77425719006,-202399.08685128298,305.93962196594845,0.998426745308435,334
355000,354.99999999851724,-206230.992179039,3716.3260641396046,-202514.6661148994,298.2787842224469,0.9980912562060045,334
356000,355.9999999984936,-206473.3487218123,3862.4380641998723,-202610.91065761243,310.00598710672256,1.0111665386717497,334
357000,356.99999999846995,-206450.31469862955,3879.3384832981974,-202570.97621533135,311.3624440952902,0.9985866505369064,334
358000,357.9999999984463,-206366.4401742343,3783.962300151121,-202582.47787408318,303.70738599169675,0.9987467576008451,334
359000,358.99999999842265,-206298.3809302154,3736.329052017536,-202562.05187819788,299.8842587696398,0.9980550582569546,334
360000,359.999999998399,-206302.62407959116,3723.8950896328315,-202578.72898995833,298.8862873540084,0.9819252553731639,334
361000,360.99999999837536,-206256.28734677186,3713.253527922556,-202543.0338188493,298.0321771294515,0.9986619536540112,334
362000,361.9999999983517,-206300.50188499625,3733.7086330130696,-202566.79325198318,299.673939389339,0.9848469194024743,334
363000,362.99999999832806,-206243.9048705093,3664.7028637204785,-202579.2020067888,294.1354165004186,0.9847838570447635,334
364000,363.9999999983044,-206378.94230459977,3646.3920875662006,-202732.55021703357,292.6657618051081,0.9953167633623032,334
365000,364.99999999828077,-206537.67208884025,3849.3790181456134,-202688.29307069464,308.95784539016114,0.9772686626431839,334
366000,365.9999999982571,-206483.464907705,3720.866206854582,-202762.59870085042,298.6431839618259,1.0011865044067947,334
367000,366.9999999982335,-206471.98941248463,3670.175176697783,-202801.81423578685,294.57463384399495,0.9947175842504463,334
368000,367.99999999820983,-206495.34528378185,3697.8450498590246,-202797.50023392282,296.79546591945905,1.002648633108628,334
369000,368.9999999981862,-206612.1173819369,3936.567256557755,-202675.55012537914,315.95572482894806,0.9858706980390307,334
370000,369.99999999816254,-206600.71656515708,3875.7184498645365,-202724.99811529255,311.0718939248258,0.9838627826328179,334
371000,370.9999999981389,-206262.89055091963,3557.1824188954197,-202705.7081320242,285.5056388630518,0.9724336773972466,334
372000,371.99999999811524,-206407.3174473529,3682.323834899813,-202724.99361245308,295.549706250424,0.988075386097857,334
373000,372.9999999980916,-206453.07001594384,3700.875021860469,-202752.19499408337,297.03865673458694,1.006989940051437,334
374000,373.99999999806795,-206459.43590369486,3684.9229030282295,-202774.51300066663,295.758311972332,0.977535533765343,334
375000,374.9999999980443,-206415.81578162053,3735.2524795453064,-202680.56330207523,299.7978511932857,0.9881941274691771,334
376000,375.99999999802066,-206383.062131804,3618.8777895679814,-202764.18434223603,290.45741646242277,0.9882745409113751,334
377000,376.999999997997,-206500.9208232483,3815.1409918926656,-202685.77983135564,306.2098419403428,0.994449034773908,334
378000,377.99999999797336,-206504.52598756368,3827.5649113045074,-202676.96107625918,307.2070072895301,0.9813886189857951,334
379000,378.9999999979497,-206451.84952135655,3650.2372283131117,-202801.61229304344,292.97437947948816,0.9790361352912992,334
380000,379.99999999792607,-206243.16439020875,3511.4829192692414,-202731.6814709395,281.8377176546294,0.9759125870215568,334
381000,380.9999999979024,-206381.98102956527,3590.325134468265,-202791.655895097,288.16573077540863,0.9818784094671587,334
382000,381.9999999978788,-206410.8835180254,3607.039647642523,-202803.84387038287,289.5072666316393,0.9858805710898529,334
383000,382.9999999978551,-206475.2238979183,3579.911648626672,-202895.31224929163,287.329926316182,1.0009074161560705,334
384000,383.9999999978315,-206516.79268448433,3603.9829450407997,-202912.80973944353,289.2619303721088,0.9741651910950305,334
385000,384.99999999780783,-206514.89781334187,3546.071203929023,-202968.82660941285,284.61383345249016,1.0026069466860135,334
386000,385.9999999977842,-206466.61324653483,3563.6226000981405,-202902.9906464367,286.02253899134143,1.003901148923876,334
387000,386.99999999776054,-206673.77027720466,3838.4603276350535,-202835.3099495696,308.081492326791,0.9960684168286387,334
388000,387.9999999977369,-206578.69412041228,3869.7305457107723,-202708.9635747015,310.59129433797585,0.9867494304477131,334
389000,388.99999999771325,-206383.32381996926,3686.4059074975085,-202696.91791247175,295.8773404866385,0.983218147584524,334
390000,389.9999999976896,-206509.87490620554,3776.8324234979227,-202733.04248270762,303.13512970872597,0.990543633880167,334
391000,390.99999999766595,-206478.23764380626,3742.9940541209653,-202735.2435896853,300.41920341387714,0.9887975578372943,334
392000,391.9999999976423,-206346.69486220612,3747.197039261926,-202599.4978229442,300.75654230080846,0.9678988254920734,334
393000,392.99999999761866,-206218.11369290485,3678.6268993092235,-202539.48679359563,295.252983779285,0.9782534605691062,334
394000,393.999999997595,-206355.1745015962,3775.0773969599977,-202580.0971046362,302.9942682307567,0.9921053803275727,334
395000,394.99999999757136,-206064.89217001057,3451.5897028809413,-202613.30246712963,277.0305840879976,0.9780489751711339,334
396000,395.9999999975477,-206463.8683143696,3757.463736793492,-202706.40457757612,301.5805652753383,0.9801537703389832,334
397000,396.99999999752407,-206441.2085154336,3666.0528423285577,-202775.15567310504,294.24376812807304,0.9824999247236729,334
398000,397.9999999975004,-206551.19581196544,3786.6978653287515,-202764.4979466367,303.9269472038354,0.9771232607851555,334
399000,398.9999999974768,-206508.45436445664,3743.276392130181,-202765.17797232646,300.4418643528462,0.992229503469102,334
400000,399.99999999745313,-206319.83444616923,3586.2361989812925,-202733.59824718794,287.8375457117817,0.9968552547617627,334
401000,400.9999999974295,-206347.54086152927,3633.3621226735413,-202714.17873885573,291.6199541930833,0.9940513468530093,334
402000,401.99999999740584,-206306.21526060568,3623.04215782322,-202683.17310278246,290.7916558910383,0.9844412596191394,334
403000,402.9999999973822,-206540.71653323967,3725.810957318172,-202814.9055759215,299.0400582218095,1.0004633085992127,334
404000,403.99999999735854,-206623.19258419628,3798.9922457151115,-202824.20033848117,304.91371552586116,0.9936620502680843,334
405000,404.9999999973349,-206598.0503539234,3774.821575706359,-202823.22877821705,302.97373557264314,0.9841231130100656,334
406000,405.99999999731125,-206418.27870798015,3646.094673719257,-202772.1840342609,292.6418908532201,0.9901945008578789,334
407000,406.9999999972876,-206320.2027945681,3655.4409927779343,-202664.76180179016,293.3920426530523,0.9891807872916869,334
408000,407.99999999726396,-206204.51002163725,3650.3554028745275,-202554.15461876272,292.9838643750266,0.9774581266561738,334
409000,408.9999999972403,-206345.859089222,3763.63940381445,-202582.21968540756,302.0762350360057,0.9899362472905284,334
410000,409.99999999721666,-206247.7960127957,3694.1762741152197,-202553.61973868049,296.5010036065295,0.9778515538550268,334
411000,410.999999997193,-206316.43840131164,3724.5452143270522,-202591.89318698458,298.9384674910681,0.9821113662876418,334
412000,411.99999999716937,-206432.5485510012,3774.008840484079,-202658.53971051713,302.9085040321882,0.9863520768763966,334
413000,412.9999999971457,-206365.88432337344,3646.5866478681564,-202719.29767550528,292.68137755284494,1.0037046269138499,334
414000,413.9999999971221,-206361.97064504283,3631.2670201887377,-202730.7036248541,291.451797628992,0.9990335443747722,334
415000,414.9999999970984,-206489.48437983627,3849.5922804567963,-202639.89209937947,308.97496219363916,0.9884326665117812,334
416000,415.9999999970748,-206553.66476299448,3900.6477807844058,-202653.01698221007,313.07276532037145,0.9931246088289851,334
417000,416.99999999705113,-206396.03252721528,3761.4758481821045,-202634.55667903318,301.90258430340697,0.9860425342970427,334
418000,417.9999999970275,-206407.89422882395,3804.1596115212888,-202603.73461730266,305.32845727986717,0.9894077075168091,334
419000,418.99999999700384,-206232.8672937413,3542.873150159139,-202689.99414358215,284.357152102712,0.9716825634078932,334
420000,419.9999999969802,-206466.250419879,3830.0251134857535,-202636.22530639326,307.4044673893434,0.9959866580603843,334
421000,420.99999999695655,-206264.33833553895,3813.469314949587,-202450.86902058937,306.07567024561297,0.9898371729649256,334
422000,421.9999999969329,-206125.75844212316,3690.8830206254497,-202434.8754214977,296.2366813618956,0.9665614116994025,334
423000,422.99999999690925,-206369.21059900694,3839.3974435813725,-202529.81315542557,308.156706880175,0.9828420135091659,334
424000,423.9999999968856,-206221.59796077444,3750.7426357893273,-202470.8553249851,301.0411180358985,0.9661778328482131,334
425000,424.99999999686196,-206091.4301168258,3609.8139376044273,-202481.61617922137,289.72993596221886,0.972443402043069,334
426000,425.9999999968383,-206425.6161629877,3916.420345917344,-202509.19581707034,314.3386987908812,0.9840361170206057,334
427000,426.99999999681467,-206324.30612133018,3793.3201174214482,-202530.98600390874,304.4584606579654,0.9916295804071678,334
428000,427.999999996791,-206448.6908484411,3838.7225802233443,-202609.96826821775,308.10254117499335,0.9795930080646966,334
429000,428.9999999967674,-206467.4778222217,3816.5938299852423,-202650.88399223646,306.32644924886375,0.9750250744955761,334
430000,429.9999999967437,-206363.29690036527,3756.9137372029945,-202606.38316316227,301.5364213529954,0.9766613438305882,333
431000,430.9999999967201,-206104.71080918916,3511.167412505951,-202593.5433966832,281.81239453385257,0.9885810138942626,333
432000,431.99999999669643,-206484.65582298927,3827.928959697485,-202656.72686329178,307.23622644581013,0.9869151294478591,333
433000,432.9999999966728,-206453.87277910206,3758.92975345999,-202694.94302564207,301.69823031909004,0.9920117379238539,333
434000,433.99999999664914,-206435.8432362921,3774.2042201682925,-202661.6390161238,302.9241855449681,1.015286316448952,333
435000,434.9999999966255,-206486.45674754816,3749.7057557869703,-202736.7509917612,300.95789624611206,1.0195919647473017,333
436000,435.99999999660184,-206453.05008264876,3683.746314045973,-202769.30376860278,295.6638768971798,1.0007190151467655,333
437000,436.9999999965782,-206450.80607956508,3818.742850077804,-202632.06322948728,306.498933333795,0.9964581968852211,333
438000,437.99999999655455,-206466.65084406442,3696.555127404863,-202770.09571665956,296.6919345030204,0.9768582625830845,333
439000,438.9999999965309,-206515.8332211352,3794.4073004927486,-202721.42592064245,304.54571985942886,0.9948696367213202,333
440000,439.99999999650726,-206377.35103894395,3602.377507477533,-202774.9735314664,289.1330751650437,0.9811783242657167,333
441000,440.9999999964836,-206506.4337326914,3637.732536568743,-202868.70119612265,291.9707312026112,1.0055646178221296,333
442000,441.99999999645996,-206567.50853236526,3638.2883521635085,-202929.22018020175,292.01534192755764,1.024667153848713,333
443000,442.9999999964363,-206444.04005268484,3501.5311336666346,-202942.5089190182,281.0389700584399,0.9947903192326324,333
444000,443.99999999641267,-206496.3589824273,3609.595848343568,-202886.76313408374,289.7124317393766,0.9845010830694976,333
445000,444.999999996389,-206630.77500409968,3620.804071088438,-203009.97093301124,290.6120231627164,1.014270066849079,333
446000,445.9999999963654,-206582.68754195038,3679.5378048275597,-202903.14973712282,295.32609463819824,1.0174099231717546,333
447000,446.9999999963417,-206431.8711321545,3620.6268094209954,-202811.24432273352,290.597795833429,0.9883578552338176,333
448000,447.9999999963181,-206537.96938433198,3683.1177220866084,-202854.85166224538,295.61342501481664,0.9904067801253108,333
449000,448.99999999629443,-206487.5617194034,3650.1464621657506,-202837.41525723765,292.96709443086326,0.9757402576410202,333
450000,449.9999999962708,-206591.4570148859,3721.1748239942826,-202870.28219089162,298.66795410944786,0.986696682976733,333
451000,450.99999999624714,-206475.82561473522,3620.2579677524045,-202855.56764698282,290.56819196052356,0.9895914363823362,333
452000,451.9999999962235,-206358.4586448309,3617.503384161275,-202740.95526066964,290.34710429748736,0.993670465724589,333
453000,452.99999999619985,-206522.77287686794,3829.926223988761,-202692.84665287918,307.3965303465688,1.0036646102064006,333
454000,453.9999999961762,-206503.34472995542,3791.0841449014843,-202712.26058505394,304.2789976201966,0.9866404698328951,333
455000,454.99999999615255,-206480.6988064001,3686.0376886036247,-202794.66111779647,295.84778659871273,1.0047993707573875,333
456000,455.9999999961289,-206402.72571586492,3689.6143287378363,-202713.11138712708,296.1348539476001,0.9725696729002368,333
457000,456.99999999610526,-206329.11980709297,3632.7013187399134,-202696.41848835305,291.56691692172166,0.9611667521316365,333
458000,457.9999999960816,-206428.7191740577,3707.718973412644,-202721.00020064507,297.5879641723703,0.9585587083355847,333
459000,458.99999999605797,-206499.71511841592,3751.3182467743754,-202748.39687164154,301.08731757324847,0.9947010373187685,333
460000,459.9999999960343,-206376.8961208851,3622.3001259313896,-202754.5959949537,290.7320991226791,0.9939718421019745,333
461000,460.9999999960107,-206510.81147545096,3663.236548386747,-202847.5749270642,294.0177274851159,0.9745281892218143,333
462000,461.999999995987,-206592.8335299252,3773.4012838050257,-202819.43224612018,302.85974047795577,0.9628806725784974,333
463000,462.9999999959634,-206622.02002806152,3728.4974681809545,-202893.52255988057,299.2556822494435,0.973878440748995,333
464000,463.99999999593973,-206619.37245972452,3654.1533441934735,-202965.21911553104,293.28869374134484,1.0089085497788506,333
465000,464.9999999959161,-206594.9725298384,3581.9502438176423,-203013.02228602074,287.4935475067315,0.989411107709784,333
466000,465.99999999589244,-206504.11691315644,3547.9692379976623,-202956.14767515878,284.7661729632423,0.9992934757890601,333
467000,466.9999999958688,-206529.3084804398,3652.429570023436,-202876.87891041636,293.1503406326996,0.9971082541567656,333
468000,467.99999999584514,-206532.64136153364,3593.6287597138435,-202939.0126018198,288.43088547517686,1.004897024276157,333
469000,468.9999999958215,-206546.795013443,3640.783479954349,-202906.01153348867,292.21560521745386,1.0024321235170395,333
470000,469.99999999579785,-206584.29829123145,3695.7297481819987,-202888.56854304945,296.6256881331191,1.0062684297687057,333
471000,470.9999999957742,-206660.77400593163,3663.880705830641,-202996.893300101,294.0694286803008,1.003233662679449,333
472000,471.99999999575056,-206575.24131116597,3581.1470744563267,-202994.09423670964,287.42908373889105,1.0096952906771381,333
473000,472.9999999957269,-206505.62417365177,3635.426232147962,-202870.1979415038,291.78562320433423,1.0044140745708405,333
474000,473.99999999570326,-206380.61922731806,3467.99722513248,-202912.62200218558,278.3474803196055,0.9856045075905514,333
475000,474.9999999956796,-206437.92369757162,3501.608859986067,-202936.31483758555,281.04520850782836,1.0008431781290592,333
476000,475.99999999565597,-206594.11735999232,3706.4388826414943,-202887.67847735083,297.4852218638852,0.9916052142697532,333
477000,476.9999999956323,-206364.9805426345,3553.001981906593,-202811.9785607279,285.17010972997116,0.9974137092815921,333
478000,477.9999999956087,-206566.7100483921,3672.477668860927,-202894.23237953117,294.75943586385307,1.010600560781028,333
479000,478.99999999558503,-206509.05887089952,3607.1126458644867,-202901.94622503503,289.51312559571346,1.006472804549937,333
480000,479.9999999955614,-206481.34015833243,3640.633382452186,-202840.70677588024,292.203558131249,0.9981729563986588,333
481000,480.99999999553773,-206477.1929753795,3559.1815039254725,-202918.01147145403,285.6660888994669,0.9885383447868152,333
482000,481.9999999955141,-206761.08310532122,3848.153943268815,-202912.9291620524,308.8595187529054,1.0046771655071682,333
483000,482.99999999549044,-206497.1875650671,3611.8735953178257,-202885.3139697493,289.8952476673986,1.0124300269725013,333
484000,483.9999999954668,-206584.6537028223,3742.6854186207056,-202841.9682842016,300.3944317926048,1.0004569256979154,333
485000,484.99999999544315,-206398.2682142902,3632.462608970236,-202765.80560531997,291.5477576610291,0.9767108729460813,333
486000,485.9999999954195,-206316.4679278514,3549.0818274589255,-202767.38610039247,284.8554713256886,0.9808707171909237,333
487000,486.99999999539585,-206538.45887424427,3715.903181667207,-202822.55569257707,298.2448429407728,0.9809976613418327,333
488000,487.9999999953722,-206445.19547895572,3643.539860263467,-202801.65561869225,292.4368370881962,0.9863229159398667,333
